source,job_title,company_name,job_location,job_type,category,salary_min,salary_max,salary_avg,salary_range,salary_currency,experience_required,education_required,skills_required,job_description
Khmer24,Line Leader,Successmore,Takeo,Full-time,Manufacturing,170,658.78,414.39,488.78,USD,3,high school,safety; physical fitness; machine operation,"We are looking for a talented Line Leader to join our team at Successmore. The candidate will be responsible for contributing to our manufacturing operations in Takeo. Required skills include: safety, physical fitness, 5s. Minimum 3 year(s) of relevant experience required. Education: High School degree or equivalent preferred."
BongThom,Cost Accountant,Rsm Cambodia,Battambang,Full-time,Accounting & Audit,,,,,,5,bachelor,quickbooks; erp; financial reporting; tax law; attention to detail; excel; english,"We are looking for a talented Cost Accountant to join our team at RSM Cambodia. The candidate will be responsible for contributing to our accounting & audit operations in Battambang. Required skills include: quickbooks, erp, financial reporting. Minimum 5 year(s) of relevant experience required. Education: Bachelor degree or equivalent preferred."
Khmer24,Garment Worker,Pacific Textiles,Phnom Penh,Full-time,Garment & Textile,125,521,323,396,USD,0,none,production planning; pattern making; machine operation,"We are looking for a talented Garment Worker to join our team at Pacific Textiles. The candidate will be responsible for contributing to our garment & textile operations in Phnom Penh. Required skills include: production planning, pattern making, machine operation. No experience required — training provided. Education: None degree or equivalent preferred."
CamHR,Cashier,Aeon Mall,Kampot,Internship,Retail & Sales,160,2391,1275.5,2231,USD,0,bachelor,ms office; communication; sales; english,"We are looking for a talented Cashier to join our team at AEON Mall. The candidate will be responsible for contributing to our retail & sales operations in Kampot. This is an internship opportunity suitable for fresh graduates. Required skills include: ms office, communication, sales. No experience required — training provided. Education: Bachelor degree or equivalent preferred."
CamHR,Logistics Coordinator,Toll Group,Phnom Penh,Full-time,Logistics & Transport,218,1878,1048,1660,USD,2,bachelor,inventory; supply chain,"We are looking for a talented Logistics Coordinator to join our team at Toll Group. The candidate will be responsible for contributing to our logistics & transport operations in Phnom Penh. Required skills include: inventory, supply chain. Minimum 2 year(s) of relevant experience required. Education: Bachelor degree or equivalent preferred."
CamHR,Delivery Staff,Viva Restaurant,Siem Reap,Full-time,Food & Beverage,,,,,,0,none,physical fitness; kitchen management; english; teamwork; barista skills; pos; customer service; food safety,"We are looking for a talented Delivery Staff to join our team at Viva Restaurant. The candidate will be responsible for contributing to our food & beverage operations in Siem Reap. Required skills include: physical fitness, kitchen management, english. No experience required — training provided. Education: None degree or equivalent preferred."
CamHR,Hr Generalist,Peoplelink,Remote,Full-time,Human Resources,254.88,2934.88,1594.88,2680,USD,2,high school,conflict resolution; ms office; khmer; english,"We are looking for a talented HR Generalist to join our team at PeopleLink. The candidate will be responsible for contributing to our human resources operations in Remote. Required skills include: conflict resolution, ms office, khmer. Minimum 2 year(s) of relevant experience required. Education: High School degree or equivalent preferred."
CamHR,Sample Maker,Everest Textile,Phnom Penh,Full-time,Garment & Textile,,,,,,1,bachelor,quality inspection; physical fitness,"We are looking for a talented Sample Maker to join our team at Everest Textile. The candidate will be responsible for contributing to our garment & textile operations in Phnom Penh. Required skills include: quality inspection, physical fitness. Minimum 1 year(s) of relevant experience required. Education: Bachelor degree or equivalent preferred."
KhmerOnline,Senior Accountant,Deloitte Cambodia,Kampong Cham,Full-time,Accounting & Audit,368,3507,1937.5,3139,USD,3,bachelor,attention to detail; excel,"We are looking for a talented Senior Accountant to join our team at Deloitte Cambodia. The candidate will be responsible for contributing to our accounting & audit operations in Kampong Cham. Required skills include: attention to detail, excel. Minimum 3 year(s) of relevant experience required. Education: Bachelor degree or equivalent preferred."
CamHR,Sales Executive,Totalenergies,Ratanakiri,Full-time,Retail & Sales,254,2905,1579.5,2651,USD,5,bachelor,communication; sales; pos system; product knowledge,"We are looking for a talented Sales Executive to join our team at TotalEnergies. The candidate will be responsible for contributing to our retail & sales operations in Ratanakiri. Required skills include: communication, sales, pos system. Minimum 5 year(s) of relevant experience required. Education: Bachelor degree or equivalent preferred."
KhmerOnline,Executive Chef,Amansara,Phnom Penh,Full-time,Hospitality & Tourism,,,,,,1,high school,english; hotel management; khmer; event management,"We are looking for a talented Executive Chef to join our team at Amansara. The candidate will be responsible for contributing to our hospitality & tourism operations in Phnom Penh. Required skills include: english, hotel management, khmer. Minimum 1 year(s) of relevant experience required. Education: High School degree or equivalent preferred."
Khmer24,Child Protection Officer,Save The Children,Siem Reap,Full-time,Ngo & Development,586,5141,2863.5,4555,USD,4,bachelor,khmer; donor relations,"We are looking for a talented Child Protection Officer to join our team at Save the Children. The candidate will be responsible for contributing to our ngo & development operations in Siem Reap. Required skills include: khmer, donor relations. Minimum 4 year(s) of relevant experience required. Education: Bachelor degree or equivalent preferred."
KhmerOnline,Irrigation Technician,Rma Cambodia,Phnom Penh,Full-time,Agriculture & Farming,166,1195,680.5,1029,USD,0,high school,crop management; teamwork; irrigation; khmer; gis; report writing; physical fitness; field work,"We are looking for a talented Irrigation Technician to join our team at RMA Cambodia. The candidate will be responsible for contributing to our agriculture & farming operations in Phnom Penh. Required skills include: crop management, teamwork, irrigation. No experience required — training provided. Education: High School degree or equivalent preferred."
Khmer24,Tour Guide,Sokha Hotels,Siem Reap,Full-time,Hospitality & Tourism,317,3809,2063,3492,USD,0,bachelor,hotel management; event management; teamwork; khmer; customer service; communication,"We are looking for a talented Tour Guide to join our team at Sokha Hotels. The candidate will be responsible for contributing to our hospitality & tourism operations in Siem Reap. Required skills include: hotel management, event management, teamwork. No experience required — training provided. Education: Bachelor degree or equivalent preferred."
KhmerOnline,Project Manager,Borey Peng Huoth,Takeo,Full-time,Construction & Engineering,,,,,,1,bachelor,structural analysis; concrete design; civil 3d; negotiation,"We are looking for a talented Project Manager to join our team at Borey Peng Huoth. The candidate will be responsible for contributing to our construction & engineering operations in Takeo. Required skills include: structural analysis, concrete design, civil 3d. Minimum 1 year(s) of relevant experience required. Education: Bachelor degree or equivalent preferred."
